"Date","Price","Open","High","Low","Change %"
"01/21/2019","6.800","6.800","6.800","6.800","-4.09%"
"01/20/2019","7.090","7.090","7.090","7.090","0.00%"
"01/19/2019","7.090","7.090","7.090","7.090","3.93%"
"01/18/2019","6.822","6.822","6.822","6.822","1.22%"
"01/16/2019","6.740","6.740","6.740","6.740","0.30%"
"01/15/2019","6.720","6.720","6.720","6.720","0.52%"
"01/14/2019","6.685","6.685","6.685","6.685","0.25%"
"01/11/2019","6.668","6.668","6.668","6.668","-0.33%"
"01/10/2019","6.690","6.690","6.690","6.690","0.45%"
"01/09/2019","6.660","6.660","6.660","6.660","-0.33%"
"01/08/2019","6.682","6.682","6.682","6.682","-1.61%"
"01/04/2019","6.791","6.791","6.791","6.791","0.31%"
"01/03/2019","6.770","6.770","6.770","6.770","-4.51%"
"01/02/2019","7.090","7.090","7.090","7.090","0.00%"
"01/01/2019","7.090","7.090","7.090","7.090","0.00%"
"12/31/2018","7.090","7.090","7.090","7.090","0.00%"
"12/30/2018","7.090","7.090","7.090","7.090","5.51%"
"12/28/2018","6.720","6.720","6.720","6.720","-0.52%"
"12/27/2018","6.755","6.755","6.755","6.755","-0.10%"
"12/26/2018","6.762","6.762","6.762","6.762","-4.63%"
"12/25/2018","7.090","7.090","7.090","7.090","4.97%"
"12/24/2018","6.754","6.754","6.754","6.754","-4.74%"
"12/23/2018","7.090","7.090","7.090","7.090","4.96%"
"12/21/2018","6.755","6.755","6.755","6.755","0.00%"
"12/20/2018","6.755","6.755","6.755","6.755","-0.53%"
"12/19/2018","6.791","6.791","6.791","6.791","-1.15%"
"12/18/2018","6.870","6.870","6.870","6.870","0.22%"
"12/17/2018","6.855","6.855","6.855","6.855","-3.31%"
"12/16/2018","7.090","7.090","7.090","7.090","0.00%"
"12/15/2018","7.090","6.858","7.090","6.858","3.38%"
"12/14/2018","6.858","6.858","6.858","6.858","0.31%"
"12/13/2018","6.837","6.837","6.837","6.837","-0.55%"
"12/12/2018","6.875","6.875","6.875","6.875","-0.41%"
"12/11/2018","6.903","6.903","6.903","6.903","0.47%"
"12/10/2018","6.871","6.871","6.871","6.871","-3.09%"
"12/09/2018","7.090","7.090","7.090","7.090","3.34%"
"12/08/2018","6.861","7.090","7.090","6.861","0.00%"
"12/07/2018","6.861","6.861","6.861","6.861","-1.12%"
"12/06/2018","6.939","6.939","6.939","6.939","-0.22%"
"12/05/2018","6.954","6.954","6.954","6.954","0.39%"
"12/04/2018","6.927","6.927","6.927","6.927","-0.10%"
"12/03/2018","6.934","6.934","6.934","6.934","-0.79%"
"12/02/2018","6.989","7.090","7.090","6.989","0.00%"
"12/01/2018","6.989","7.090","7.090","6.989","0.00%"
"11/30/2018","6.989","6.989","6.989","6.989","-0.38%"
"11/29/2018","7.016","7.016","7.016","7.016","-0.97%"
"11/28/2018","7.085","7.085","7.085","7.085","-0.07%"
"11/27/2018","7.090","7.090","7.090","7.090","0.80%"
"11/26/2018","7.034","7.034","7.034","7.034","-0.37%"
"11/25/2018","7.060","7.060","7.060","7.060","0.47%"
"11/24/2018","7.027","7.060","7.060","7.027","0.00%"
"11/23/2018","7.027","7.027","7.027","7.027","0.53%"
"11/22/2018","6.990","6.990","6.990","6.990","-0.99%"
"11/21/2018","7.060","7.060","7.060","7.060","-0.70%"
"11/20/2018","7.110","7.110","7.110","7.110","0.92%"
"11/19/2018","7.045","7.045","7.045","7.045","0.31%"
"11/18/2018","7.023","7.023","7.023","7.023","0.00%"
"11/17/2018","7.023","7.023","7.023","7.023","-0.38%"
"11/16/2018","7.050","7.050","7.050","7.050","-0.56%"
"11/15/2018","7.090","7.090","7.090","7.090","-0.42%"
"11/14/2018","7.120","7.120","7.120","7.120","0.14%"
"11/13/2018","7.110","7.110","7.110","7.110","0.14%"
"11/12/2018","7.100","7.100","7.100","7.100","0.00%"
"11/11/2018","7.100","7.100","7.100","7.100","0.40%"
"11/10/2018","7.072","7.100","7.100","7.072","-0.39%"
"11/09/2018","7.100","7.100","7.100","7.100","0.14%"
"11/08/2018","7.090","7.090","7.090","7.090","0.57%"
"11/07/2018","7.050","7.050","7.050","7.050","-1.40%"
"11/06/2018","7.150","7.150","7.150","7.150","-0.97%"
"11/05/2018","7.220","7.220","7.220","7.220","0.32%"
"11/04/2018","7.197","7.220","7.220","7.197","0.00%"
"11/03/2018","7.197","7.220","7.220","7.197","-92.17%"
"11/02/2018","91.919","92.283","92.283","91.773","1,184.86%"
"11/01/2018","7.154","7.154","7.154","7.154","-0.28%"
"10/31/2018","7.174","7.174","7.174","7.174","-0.28%"
"10/30/2018","7.194","7.194","7.194","7.194","-0.24%"
"10/29/2018","7.211","7.211","7.211","7.211","0.15%"
"10/28/2018","7.200","7.200","7.200","7.200","0.36%"
"10/27/2018","7.174","7.200","7.200","7.174","-0.36%"
"10/26/2018","7.200","7.200","7.200","7.200","0.42%"
"10/25/2018","7.170","7.170","7.170","7.170","-0.14%"
"10/24/2018","7.180","7.180","7.180","7.180","1.13%"
"10/23/2018","7.100","7.100","7.100","7.100","0.71%"
"10/22/2018","7.050","7.050","7.050","7.050","-0.42%"
"10/21/2018","7.080","7.080","7.080","7.080","0.43%"
"10/20/2018","7.050","7.080","7.080","7.050","-0.42%"
"10/19/2018","7.080","7.080","7.080","7.080","0.41%"
"10/18/2018","7.051","7.051","7.051","7.051","-0.27%"
"10/17/2018","7.070","7.070","7.070","7.070","0.00%"
"10/16/2018","7.070","7.070","7.070","7.070","-0.42%"
"10/15/2018","7.100","7.100","7.100","7.100","0.00%"
"10/14/2018","7.100","7.100","7.100","7.100","0.32%"
"10/13/2018","7.077","7.100","7.100","7.077","-0.32%"
"10/12/2018","7.100","7.100","7.100","7.100","0.42%"
"10/11/2018","7.070","7.070","7.070","7.070","0.86%"
"10/10/2018","7.010","7.010","7.010","7.010","1.04%"
"10/09/2018","6.938","6.938","6.938","6.938","-0.22%"
"10/08/2018","6.953","6.953","6.953","6.953","-0.42%"
"10/06/2018","6.982","6.982","6.982","6.982","0.00%"
"10/05/2018","6.982","6.982","6.982","6.982","-0.26%"
"10/04/2018","7.000","7.000","7.000","7.000","0.29%"
"10/03/2018","6.980","6.980","6.980","6.980","0.82%"
"10/02/2018","6.923","6.923","6.923","6.923","0.20%"
"10/01/2018","6.909","6.909","6.909","6.909","0.30%"
"09/29/2018","6.888","6.910","6.910","6.888","0.00%"
"09/28/2018","6.888","6.888","6.888","6.888","-0.75%"
"09/27/2018","6.940","6.940","6.940","6.940","0.13%"
"09/26/2018","6.931","6.931","6.931","6.931","-0.03%"
"09/25/2018","6.933","6.933","6.933","6.933","0.33%"
"09/24/2018","6.910","6.910","6.910","6.910","-0.06%"
"09/22/2018","6.914","6.940","6.940","6.914","-0.37%"
"09/21/2018","6.940","6.940","6.940","6.940","0.29%"
"09/20/2018","6.920","6.920","6.920","6.920","-0.29%"
"09/19/2018","6.940","6.940","6.940","6.940","0.54%"
"09/18/2018","6.903","6.903","6.903","6.903","0.16%"
"09/17/2018","6.892","6.892","6.892","6.892","-0.30%"
"09/15/2018","6.913","6.940","6.940","6.913","0.00%"
"09/14/2018","6.913","6.913","6.913","6.913","-0.10%"
"09/13/2018","6.920","6.920","6.920","6.920","-0.19%"
"09/12/2018","6.933","6.933","6.933","6.933","-0.39%"
"09/11/2018","6.960","6.960","6.960","6.960","-0.47%"
"09/10/2018","6.993","6.993","6.993","6.993","0.79%"
"09/08/2018","6.938","6.960","6.960","6.938","0.00%"
"09/07/2018","6.938","6.938","6.938","6.938","-0.32%"
"09/06/2018","6.960","6.960","6.960","6.960","1.16%"
"09/05/2018","6.880","6.880","6.880","6.880","0.53%"
"09/04/2018","6.844","6.844","6.844","6.844","0.20%"
"09/03/2018","6.830","6.830","6.830","6.830","-0.07%"
"09/01/2018","6.835","6.860","6.860","6.835","-0.36%"
"08/31/2018","6.860","6.860","6.860","6.860","0.18%"
"08/30/2018","6.848","6.848","6.848","6.848","-0.17%"
"08/29/2018","6.860","6.860","6.860","6.860","0.22%"
"08/28/2018","6.845","6.845","6.845","6.845","0.93%"
"08/27/2018","6.782","6.782","6.782","6.782","-0.03%"
"08/25/2018","6.784","6.810","6.810","6.784","0.00%"
"08/24/2018","6.784","6.784","6.784","6.784","-0.01%"
"08/23/2018","6.785","6.785","6.785","6.785","-0.51%"
"08/22/2018","6.820","6.820","6.820","6.820","-0.73%"
"08/21/2018","6.870","6.870","6.870","6.870","0.25%"
"08/18/2018","6.853","6.853","6.853","6.853","0.00%"
"08/17/2018","6.853","6.853","6.853","6.853","-0.22%"
"08/16/2018","6.868","6.868","6.868","6.868","0.13%"
"08/15/2018","6.859","6.859","6.859","6.859","0.18%"
"08/14/2018","6.847","6.847","6.847","6.847","-0.33%"
"08/13/2018","6.870","6.870","6.870","6.870","1.00%"
"08/11/2018","6.802","6.802","6.802","6.802","-0.41%"
"08/10/2018","6.830","6.830","6.830","6.830","0.41%"
"08/09/2018","6.802","6.802","6.802","6.802","-0.34%"
"08/08/2018","6.825","6.825","6.825","6.825","-1.09%"
"08/07/2018","6.900","6.900","6.900","6.900","0.44%"
"08/06/2018","6.870","6.870","6.870","6.870","0.04%"
"08/04/2018","6.867","6.890","6.890","6.867","-0.33%"
"08/03/2018","6.890","6.890","6.890","6.890","-0.29%"
"08/02/2018","6.910","6.910","6.910","6.910","-0.43%"
"08/01/2018","6.940","6.940","6.940","6.940","1.25%"
"07/31/2018","6.854","6.854","6.854","6.854","0.88%"
"07/28/2018","6.794","6.820","6.820","6.794","-0.38%"
"07/27/2018","6.820","6.820","6.820","6.820","0.00%"
"07/26/2018","6.820","6.820","6.820","6.820","0.71%"
"07/25/2018","6.772","6.772","6.772","6.772","0.33%"
"07/24/2018","6.750","6.750","6.750","6.750","0.61%"
"07/23/2018","6.709","6.709","6.709","6.709","0.13%"
"07/21/2018","6.700","6.700","6.700","6.700","0.00%"
"07/20/2018","6.700","6.700","6.700","6.700","0.39%"
"07/19/2018","6.674","6.674","6.674","6.674","-0.24%"
"07/18/2018","6.690","6.690","6.690","6.690","-0.59%"
"07/17/2018","6.730","6.730","6.730","6.730","1.39%"
"07/16/2018","6.638","6.638","6.638","6.638","0.18%"
"07/14/2018","6.626","6.650","6.650","6.626","-0.36%"
"07/13/2018","6.650","6.650","6.650","6.650","0.61%"
"07/12/2018","6.610","6.610","6.610","6.610","0.61%"
"07/11/2018","6.570","6.570","6.570","6.570","-0.15%"
"07/10/2018","6.580","6.580","6.580","6.580","0.67%"
"07/09/2018","6.536","6.536","6.536","6.536","-0.41%"
"07/07/2018","6.563","6.590","6.590","6.563","-0.41%"
"07/06/2018","6.590","6.590","6.590","6.590","0.15%"
"07/05/2018","6.580","6.580","6.580","6.580","0.15%"
"07/04/2018","6.570","6.570","6.570","6.570","0.31%"
"07/03/2018","6.550","6.550","6.550","6.550","-0.44%"
"06/30/2018","6.579","6.600","6.600","6.579","-0.32%"
"06/29/2018","6.600","6.600","6.600","6.600","-0.30%"
"06/28/2018","6.620","6.620","6.620","6.620","0.15%"
"06/27/2018","6.610","6.610","6.610","6.610","0.15%"
"06/26/2018","6.600","6.600","6.600","6.600","0.17%"
"06/25/2018","6.589","6.589","6.589","6.589","0.14%"
"06/23/2018","6.580","6.610","6.610","6.580","-0.45%"
"06/22/2018","6.610","6.610","6.610","6.610","-0.30%"
"06/21/2018","6.630","6.630","6.630","6.630","0.30%"
"06/20/2018","6.610","6.610","6.610","6.610","-0.15%"
"06/19/2018","6.620","6.620","6.620","6.620","-0.24%"
"06/18/2018","6.636","6.636","6.636","6.636","-0.21%"
"06/16/2018","6.650","6.650","6.650","6.650","0.32%"
"06/15/2018","6.629","6.629","6.629","6.629","0.14%"
"06/14/2018","6.620","6.620","6.620","6.620","0.61%"
"06/13/2018","6.580","6.580","6.580","6.580","-0.75%"
"06/12/2018","6.630","6.630","6.630","6.630","0.90%"
"06/10/2018","6.571","6.571","6.571","6.571","0.00%"
"06/09/2018","6.571","6.571","6.571","6.571","0.00%"
"06/08/2018","6.571","6.571","6.571","6.571","-0.29%"
"06/07/2018","6.590","6.590","6.590","6.590","0.98%"
