"Date","Price","Open","High","Low","Vol.","Change %"
"12/20/2024","2,643.61","2,608.66","2,644.76","2,603.80","92.17K","1.36%"
"12/19/2024","2,608.10","2,600.60","2,640.90","2,596.70","191.59K","-1.70%"
"12/18/2024","2,653.30","2,663.30","2,667.60","2,598.10","156.33K","-0.33%"
"12/17/2024","2,662.00","2,670.20","2,675.80","2,646.10","147.05K","-0.30%"
"12/16/2024","2,670.00","2,668.00","2,683.40","2,661.40","116.00K","-0.22%"
"12/13/2024","2,675.80","2,704.90","2,716.40","2,663.30","178.69K","-1.24%"
"12/12/2024","2,709.40","2,753.60","2,761.30","2,696.70","219.47K","-1.72%"
"12/11/2024","2,756.70","2,721.20","2,759.70","2,719.10","264.99K","1.41%"
"12/10/2024","2,718.40","2,684.40","2,721.70","2,680.70","181.51K","1.21%"
"12/09/2024","2,685.80","2,665.00","2,700.00","2,649.70","182.15K","0.99%"
"12/06/2024","2,659.60","2,655.00","2,667.90","2,635.60","167.17K","0.42%"
"12/05/2024","2,648.40","2,674.20","2,680.00","2,646.30","156.12K","-1.04%"
"12/04/2024","2,676.20","2,665.80","2,682.00","2,654.20","171.79K","0.31%"
"12/03/2024","2,667.90","2,662.00","2,678.40","2,656.60","140.97K","0.35%"
"12/02/2024","2,658.50","2,673.80","2,678.50","2,644.50","163.54K","-0.84%"
"11/29/2024","2,681.00","2,660.60","2,690.50","2,644.10","180.76K","0.61%"
"11/27/2024","2,664.80","2,658.30","2,683.40","2,652.20","169.46K","1.15%"
"11/26/2024","2,634.40","2,638.70","2,655.50","2,618.50","2.72K","0.14%"
"11/25/2024","2,630.60","2,728.00","2,735.50","2,629.50","2.57K","-3.46%"
"11/22/2024","2,724.90","2,683.60","2,728.30","2,683.60","0.82K","1.41%"
"11/21/2024","2,687.10","2,663.90","2,688.40","2,663.90","0.54K","0.88%"
"11/20/2024","2,663.60","2,648.80","2,670.80","2,634.40","0.73K","0.34%"
"11/19/2024","2,654.60","2,639.80","2,667.00","2,638.10","49.42K","0.62%"
