"Date","Price","Open","High","Low","Change %"
"08/05/2023","10.000","10.000","10.000","10.000","0.00%"
"08/04/2023","10.000","10.000","10.000","10.000","-1.72%"
"08/03/2023","10.175","10.175","10.175","10.175","0.35%"
"08/02/2023","10.140","10.140","10.140","10.140","0.97%"
"08/01/2023","10.043","10.043","10.043","10.043","1.44%"
"07/31/2023","9.900","9.900","9.900","9.900","-2.35%"
"07/30/2023","10.138","10.138","10.138","10.138","0.00%"
"07/29/2023","10.138","10.138","10.138","10.138","0.00%"
"07/28/2023","10.138","10.138","10.138","10.138","0.00%"
"07/27/2023","10.138","10.138","10.138","10.138","0.00%"
"07/26/2023","10.138","10.138","10.138","10.138","-0.80%"
"07/25/2023","10.220","10.220","10.220","10.220","0.70%"
"07/24/2023","10.149","10.149","10.149","10.149","3.15%"
"07/23/2023","9.839","9.839","9.839","9.839","0.00%"
"07/22/2023","9.839","9.839","9.839","9.839","0.00%"
"07/21/2023","9.839","9.839","9.839","9.839","0.45%"
"07/20/2023","9.795","9.795","9.795","9.795","0.00%"
"07/19/2023","9.795","9.795","9.795","9.795","0.33%"
"07/18/2023","9.763","9.763","9.763","9.763","0.69%"
"07/17/2023","9.696","9.696","9.696","9.696","-0.34%"
"07/16/2023","9.729","9.729","9.729","9.729","0.00%"
"07/15/2023","9.729","9.729","9.729","9.729","0.00%"
"07/14/2023","9.729","9.729","9.729","9.729","1.56%"
"07/13/2023","9.580","9.580","9.580","9.580","-0.16%"
"07/12/2023","9.595","9.595","9.595","9.595","-0.98%"
"07/11/2023","9.690","9.690","9.690","9.690","-0.92%"
"07/10/2023","9.780","9.780","9.780","9.780","-1.41%"
"07/09/2023","9.920","9.920","9.920","9.920","0.00%"
"07/08/2023","9.920","9.920","9.920","9.920","0.00%"
"07/07/2023","9.920","9.920","9.920","9.920","-0.50%"
"07/06/2023","9.970","9.865","10.020","9.865","1.06%"
"07/05/2023","9.865","9.865","9.865","9.865","0.00%"
"07/04/2023","9.865","9.865","9.865","9.865","0.00%"
"07/03/2023","9.865","9.865","9.865","9.865","0.00%"
"07/02/2023","9.865","9.865","9.865","9.865","0.00%"
"07/01/2023","9.865","9.865","9.865","9.865","0.00%"
"06/30/2023","9.865","9.865","9.865","9.865","0.00%"
"06/29/2023","9.865","9.865","9.865","9.865","0.64%"
"06/28/2023","9.802","9.802","9.802","9.802","0.24%"
"06/27/2023","9.779","9.779","9.779","9.779","-0.34%"
"06/26/2023","9.812","9.812","9.812","9.812","-1.04%"
"06/23/2023","9.915","9.915","9.915","9.915","-0.53%"
"06/22/2023","9.968","9.968","9.968","9.968","1.04%"
"06/21/2023","9.865","9.865","9.865","9.865","-0.45%"
"06/20/2023","9.910","9.910","9.910","9.910","-1.88%"
"06/18/2023","10.100","10.100","10.100","10.100","0.00%"
"06/17/2023","10.100","10.100","10.100","10.100","0.00%"
"06/16/2023","10.100","10.100","10.100","10.100","-1.48%"
"06/15/2023","10.252","10.252","10.252","10.252","0.81%"
"06/14/2023","10.170","10.170","10.170","10.170","-0.20%"
"06/13/2023","10.190","10.190","10.190","10.190","0.10%"
"06/10/2023","10.180","10.180","10.180","10.180","0.00%"
"06/09/2023","10.180","10.180","10.180","10.180","0.30%"
"06/08/2023","10.150","10.150","10.150","10.150","-4.24%"
