"Date","Price","Open","High","Low","Change %"
"10/16/2023","6.280","6.280","6.280","6.280","-1.10%"
"10/11/2023","6.350","6.350","6.350","6.350","-0.94%"
"10/10/2023","6.410","6.410","6.410","6.410","-0.93%"
"10/06/2023","6.470","6.470","6.470","6.470","0.47%"
"10/05/2023","6.440","6.440","6.440","6.440","-0.16%"
"10/04/2023","6.450","6.450","6.450","6.450","0.62%"
"10/03/2023","6.410","6.410","6.410","6.410","1.91%"
"10/02/2023","6.290","6.290","6.290","6.290","0.64%"
"09/29/2023","6.250","6.250","6.250","6.250","-0.16%"
"09/28/2023","6.260","6.260","6.260","6.260","1.79%"
"09/27/2023","6.150","6.150","6.150","6.150","1.32%"
"09/26/2023","6.070","6.070","6.070","6.070","1.34%"
"09/25/2023","5.990","5.990","5.990","5.990","0.50%"
"09/22/2023","5.960","5.960","5.960","5.960","0.68%"
"09/21/2023","5.920","5.920","5.920","5.920","0.51%"
"09/20/2023","5.890","5.890","5.890","5.890","0.00%"
"09/15/2023","5.890","5.890","5.890","5.890","0.17%"
"09/14/2023","5.880","5.880","5.880","5.880","0.34%"
"09/13/2023","5.860","5.860","5.860","5.860","0.34%"
"09/12/2023","5.840","5.840","5.840","5.840","0.17%"
"09/11/2023","5.830","5.830","5.830","5.830","0.00%"
"09/08/2023","5.830","5.830","5.830","5.830","-0.68%"
"09/07/2023","5.870","5.860","5.870","5.860","1.03%"
"09/06/2023","5.810","5.810","5.810","5.810","0.87%"
"09/04/2023","5.760","5.760","5.760","5.760","0.52%"
"09/01/2023","5.730","5.730","5.730","5.730","0.00%"
"08/31/2023","5.730","5.730","5.730","5.730","0.00%"
"08/30/2023","5.730","5.730","5.730","5.730","0.00%"
"08/29/2023","5.730","5.730","5.730","5.730","-0.17%"
"08/28/2023","5.740","5.740","5.740","5.740","0.53%"
"08/25/2023","5.710","5.710","5.710","5.710","-0.17%"
"08/24/2023","5.720","5.720","5.720","5.720","-0.52%"
"08/23/2023","5.750","5.750","5.750","5.750","-0.86%"
"08/22/2023","5.800","5.800","5.800","5.800","1.05%"
"08/21/2023","5.740","5.740","5.740","5.740","0.70%"
"08/18/2023","5.700","5.700","5.700","5.700","0.88%"
"08/17/2023","5.650","5.650","5.650","5.650","1.25%"
"08/16/2023","5.580","5.580","5.580","5.580","0.36%"
"08/14/2023","5.560","5.560","5.560","5.560","0.54%"
"08/11/2023","5.530","5.530","5.530","5.530","1.28%"
"08/10/2023","5.460","5.460","5.460","5.460","-0.18%"
"08/09/2023","5.470","5.470","5.470","5.470","0.55%"
"08/08/2023","5.440","5.440","5.440","5.440","0.18%"
"08/04/2023","5.430","5.430","5.430","5.430","0.00%"
"08/03/2023","5.430","5.430","5.430","5.430","0.56%"
"08/02/2023","5.400","5.400","5.400","5.400","1.31%"
"08/01/2023","5.330","5.330","5.330","5.330","0.38%"
"07/31/2023","5.310","5.310","5.310","5.310","-1.48%"
"07/28/2023","5.390","5.390","5.390","5.390","-0.37%"
"07/27/2023","5.410","5.410","5.410","5.410","0.37%"
"07/26/2023","5.390","5.390","5.390","5.390","0.19%"
"07/25/2023","5.380","5.380","5.380","5.380","0.00%"
"07/24/2023","5.380","5.380","5.380","5.380","0.19%"
"07/21/2023","5.370","5.370","5.370","5.370","0.75%"
"07/20/2023","5.330","5.330","5.330","5.330","0.38%"
"07/19/2023","5.310","5.310","5.310","5.310","0.57%"
"07/18/2023","5.280","5.280","5.280","5.280","-0.38%"
"07/17/2023","5.300","5.300","5.300","5.300","0.38%"
"07/14/2023","5.280","5.280","5.280","5.280","0.00%"
"07/13/2023","5.280","5.280","5.280","5.280","-0.38%"
"07/12/2023","5.300","5.300","5.300","5.300","-0.19%"
"07/11/2023","5.310","5.310","5.310","5.310","-0.19%"
"07/10/2023","5.320","5.320","5.320","5.320","0.00%"
"07/07/2023","5.320","5.320","5.320","5.320","-0.75%"
"07/06/2023","5.360","5.360","5.360","5.360","0.94%"
"07/05/2023","5.310","5.310","5.310","5.310","0.38%"
"07/04/2023","5.290","5.290","5.290","5.290","0.19%"
"07/03/2023","5.280","5.280","5.280","5.280","-0.19%"
"06/30/2023","5.290","5.290","5.290","5.290","0.19%"
"06/29/2023","5.280","5.280","5.280","5.280","0.76%"
"06/28/2023","5.240","5.240","5.240","5.240","0.38%"
"06/27/2023","5.220","5.220","5.220","5.220","-0.19%"
"06/23/2023","5.230","5.230","5.230","5.230","0.19%"
"06/22/2023","5.220","5.220","5.220","5.220","0.00%"
"06/20/2023","5.220","5.220","5.220","5.220","-0.95%"
"06/19/2023","5.270","5.270","5.270","5.270","0.57%"
"06/15/2023","5.240","5.240","5.240","5.240","-0.57%"
"06/14/2023","5.270","5.270","5.270","5.270","-0.19%"
"06/13/2023","5.280","5.280","5.280","5.280","-0.19%"
"06/12/2023","5.290","5.320","5.320","5.290","-0.56%"
"06/09/2023","5.320","5.320","5.320","5.320","-0.37%"
"06/08/2023","5.340","5.340","5.340","5.340","-0.74%"
"06/07/2023","5.380","5.380","5.380","5.380","0.00%"
"06/06/2023","5.380","5.380","5.380","5.380","0.00%"
"06/05/2023","5.380","5.380","5.380","5.380","-0.92%"
"06/02/2023","5.430","5.430","5.430","5.430","-0.55%"
"06/01/2023","5.460","5.460","5.460","5.460","-0.91%"
"05/31/2023","5.510","5.510","5.510","5.510","-1.25%"
"05/30/2023","5.580","5.580","5.580","5.580","-0.18%"
"05/29/2023","5.590","5.590","5.590","5.590","0.18%"
"05/26/2023","5.580","5.580","5.580","5.580","0.00%"
"05/25/2023","5.580","5.580","5.580","5.580","0.36%"
"05/24/2023","5.560","5.560","5.560","5.560","-0.54%"
"05/23/2023","5.590","5.590","5.590","5.590","0.36%"
"05/22/2023","5.570","5.570","5.570","5.570","-0.18%"
"05/19/2023","5.580","5.580","5.580","5.580","-0.18%"
"05/18/2023","5.590","5.590","5.590","5.590","0.72%"
"05/17/2023","5.550","5.550","5.550","5.550","0.18%"
"05/16/2023","5.540","5.540","5.540","5.540","0.36%"
"05/15/2023","5.520","5.520","5.520","5.520","0.73%"
"05/12/2023","5.480","5.480","5.480","5.480","0.37%"
"05/11/2023","5.460","5.460","5.460","5.460","-0.55%"
"05/09/2023","5.490","5.490","5.490","5.490","0.73%"
"05/08/2023","5.450","5.450","5.450","5.450","0.00%"
"05/05/2023","5.450","5.450","5.450","5.450","-0.37%"
"05/03/2023","5.470","5.470","5.470","5.470","0.18%"
"05/02/2023","5.460","5.460","5.460","5.460","-0.73%"
"04/28/2023","5.500","5.500","5.500","5.500","-0.36%"
"04/27/2023","5.520","5.520","5.520","5.520","0.91%"
"04/26/2023","5.470","5.470","5.470","5.470","0.00%"
"04/25/2023","5.470","5.470","5.470","5.470","-1.44%"
"04/24/2023","5.550","5.550","5.550","5.550","0.18%"
"04/21/2023","5.540","5.540","5.540","5.540","0.18%"
"04/20/2023","5.530","5.530","5.530","5.530","-0.18%"
"04/19/2023","5.540","5.540","5.540","5.540","1.47%"
"04/18/2023","5.460","5.460","5.460","5.460","0.00%"
"04/17/2023","5.460","5.460","5.460","5.460","0.92%"
"04/14/2023","5.410","5.410","5.410","5.410","0.56%"
"04/13/2023","5.380","5.380","5.380","5.380","-1.10%"
"04/12/2023","5.440","5.440","5.440","5.440","0.74%"
"04/11/2023","5.400","5.400","5.400","5.400","1.12%"
"04/10/2023","5.340","5.340","5.340","5.340","0.75%"
"04/06/2023","5.300","5.300","5.300","5.300","0.38%"
"04/05/2023","5.280","5.280","5.280","5.280","0.76%"
"04/04/2023","5.240","5.240","5.240","5.240","0.38%"
"04/03/2023","5.220","5.220","5.220","5.220","-0.57%"
