Release Date,Report Month,Time,Actual%,Forecast%,Previous%
01/01/1978,Dec,04:00,0.46,,0.14
01/12/1977,Nov,04:00,0.14,,-0.24
01/11/1977,Oct,04:00,-0.24,,0.14
01/10/1977,Sep,04:00,0.14,,-0.32
01/09/1977,Aug,04:00,-0.32,,1.01
01/08/1977,Jul,04:00,1.01,,3.09
01/07/1977,Jun,04:00,3.09,,4.38
01/06/1977,May,04:00,4.38,,7.1
01/05/1977,Apr,04:00,7.1,,4.01
01/04/1977,Mar,04:00,4.01,,3.79
01/03/1977,Feb,04:00,3.79,,2.25
01/02/1977,Jan,04:00,2.25,,1.03
01/01/1977,Dec,04:00,1.03,,2.44
01/12/1976,Nov,04:00,2.44,,1.61
01/11/1976,Oct,04:00,1.61,,1.72
01/10/1976,Sep,04:00,1.72,,1.45
01/09/1976,Aug,04:00,1.45,,2.61
01/08/1976,Jul,04:00,2.61,,2.51
01/07/1976,Jun,04:00,2.51,,1.25
01/06/1976,May,04:00,1.25,,1.83
01/05/1976,Apr,04:00,1.83,,2.11
01/04/1976,Mar,04:00,2.11,,2.31
01/03/1976,Feb,04:00,2.31,,2.29
01/02/1976,Jan,04:00,2.29,,0.66
01/01/1976,Dec,04:00,0.66,,0.58
01/12/1975,Nov,04:00,0.58,,0.97
01/11/1975,Oct,04:00,0.97,,1.35
01/10/1975,Sep,04:00,1.35,,0.0
01/09/1975,Aug,04:00,0.0,,0.6
01/08/1975,Jul,04:00,0.6,,0.74
01/07/1975,Jun,04:00,0.74,,1.83
01/06/1975,May,04:00,1.83,,2.51
01/05/1975,Apr,04:00,2.51,,2.74
01/04/1975,Mar,04:00,2.74,,1.67
01/03/1975,Feb,04:00,1.67,,2.86
01/02/1975,Jan,04:00,2.86,,1.93
01/01/1975,Dec,04:00,1.93,,1.14
01/12/1974,Nov,04:00,1.14,,4.2
01/11/1974,Oct,04:00,4.2,,1.55
01/10/1974,Sep,04:00,1.55,,0.3
01/09/1974,Aug,04:00,0.3,,0.95
01/08/1974,Jul,04:00,0.95,,1.04
01/07/1974,Jun,04:00,1.04,,1.19
01/06/1974,May,04:00,1.19,,2.72
01/05/1974,Apr,04:00,2.72,,3.29
01/04/1974,Mar,04:00,3.29,,2.54
01/03/1974,Feb,04:00,2.54,,2.85
01/02/1974,Jan,04:00,2.85,,1.18
01/01/1974,Dec,04:00,1.18,,2.17
01/12/1973,Nov,04:00,2.17,,0.55
01/11/1973,Oct,04:00,0.55,,1.38
01/10/1973,Sep,04:00,1.38,,-0.41
01/09/1973,Aug,04:00,-0.41,,1.99
01/08/1973,Jul,04:00,1.99,,1.93
01/07/1973,Jun,04:00,1.93,,2.99
01/06/1973,May,04:00,2.99,,3.51
01/05/1973,Apr,04:00,3.51,,3.46
01/04/1973,Mar,04:00,3.46,,2.02
01/03/1973,Feb,04:00,2.02,,1.07
01/02/1973,Jan,04:00,1.07,,0.2
01/01/1973,Dec,04:00,0.2,,1.13
01/12/1972,Nov,04:00,1.13,,1.97
01/11/1972,Oct,04:00,1.97,,1.45
01/10/1972,Sep,04:00,1.45,,0.68
01/09/1972,Aug,04:00,0.68,,1.17
01/08/1972,Jul,04:00,1.17,,1.05
01/07/1972,Jun,04:00,1.05,,0.8
01/06/1972,May,04:00,0.8,,1.49
01/05/1972,Apr,04:00,1.49,,0.98
01/04/1972,Mar,04:00,0.98,,1.15
01/03/1972,Feb,04:00,1.15,,1.1
01/02/1972,Jan,04:00,1.1,,0.48
01/01/1972,Dec,04:00,0.48,,1.07
01/12/1971,Nov,04:00,1.07,,1.41
01/11/1971,Oct,04:00,1.41,,0.82
01/10/1971,Sep,04:00,0.82,,1.07
01/09/1971,Aug,04:00,1.07,,1.37
01/08/1971,Jul,04:00,1.37,,0.56
01/07/1971,Jun,04:00,0.56,,1.2
01/06/1971,May,04:00,1.2,,1.83
01/05/1971,Apr,04:00,1.83,,0.99
01/04/1971,Mar,04:00,0.99,,0.84
01/03/1971,Feb,04:00,0.84,,1.58
01/02/1971,Jan,04:00,1.58,,0.98
01/01/1971,Dec,04:00,0.98,,1.12
01/12/1970,Nov,04:00,1.12,,0.07
01/11/1970,Oct,04:00,0.07,,0.73
01/10/1970,Sep,04:00,0.73,,-0.58
01/09/1970,Aug,04:00,-0.58,,0.28
01/08/1970,Jul,04:00,0.28,,1.05
01/07/1970,Jun,04:00,1.05,,0.5
01/06/1970,May,04:00,0.5,,1.39
01/05/1970,Apr,04:00,1.39,,0.85
01/04/1970,Mar,04:00,0.85,,0.02
01/03/1970,Feb,04:00,0.02,,0.0
01/02/1970,Jan,04:00,0.0,,0.55
01/01/1970,Dec,04:00,0.55,,
