Date,Close,Open,High,Low,Change%
2024-03-28,5.84,5.84,5.84,5.84,0.00%
2024-03-27,5.84,5.84,5.84,5.84,-0.17%
2024-03-26,5.85,5.85,5.85,5.85,0.17%
2024-03-25,5.84,5.84,5.84,5.84,0.52%
2024-03-22,5.81,5.81,5.81,5.81,-0.17%
2024-03-21,5.82,5.82,5.82,5.82,-0.34%
2024-03-20,5.84,5.84,5.84,5.84,0.52%
2024-03-19,5.81,5.81,5.81,5.81,0.17%
2024-03-18,5.8,5.8,5.8,5.8,0.69%
2024-03-15,5.76,5.76,5.76,5.76,0.70%
2024-03-13,5.72,5.72,5.72,5.72,0.18%
2024-03-12,5.71,5.71,5.71,5.71,1.42%
2024-03-08,5.63,5.63,5.63,5.63,0.72%
2024-03-07,5.59,5.59,5.59,5.59,-0.71%
2024-03-06,5.63,5.63,5.63,5.63,-0.53%
2024-03-05,5.66,5.66,5.66,5.66,-0.18%
2024-03-04,5.67,5.67,5.67,5.67,0.00%
2024-03-01,5.67,5.67,5.67,5.67,0.00%
2024-02-29,5.67,5.67,5.67,5.67,0.18%
2024-02-28,5.66,5.66,5.66,5.66,0.53%
2024-02-27,5.63,5.63,5.63,5.63,0.72%
2024-02-26,5.59,5.59,5.59,5.59,0.90%
2024-02-23,5.54,5.54,5.54,5.54,0.73%
2024-02-22,5.5,5.5,5.5,5.5,0.00%
2024-02-21,5.5,5.5,5.5,5.5,0.00%
2024-02-20,5.5,5.5,5.5,5.5,-0.54%
2024-02-19,5.53,5.53,5.53,5.53,0.00%
2024-02-16,5.53,5.53,5.53,5.53,0.73%
2024-02-15,5.49,5.49,5.49,5.49,-0.54%
2024-02-14,5.52,5.52,5.52,5.52,0.18%
2024-02-13,5.51,5.51,5.51,5.51,0.73%
2024-02-12,5.47,5.47,5.47,5.47,0.00%
2024-02-09,5.47,5.47,5.47,5.47,0.18%
2024-02-08,5.46,5.46,5.46,5.46,0.55%
2024-02-07,5.43,5.43,5.43,5.43,0.00%
2024-02-06,5.43,5.43,5.43,5.43,0.00%
2024-02-05,5.43,5.43,5.43,5.43,1.12%
2024-02-02,5.37,5.37,5.37,5.37,-0.37%
2024-02-01,5.39,5.39,5.39,5.39,-0.74%
2024-01-31,5.43,5.43,5.43,5.43,-0.55%
2024-01-30,5.46,5.46,5.46,5.46,0.00%
2024-01-29,5.46,5.46,5.46,5.46,-0.18%
2024-01-26,5.47,5.47,5.47,5.47,-0.36%
2024-01-25,5.49,5.49,5.49,5.49,-0.18%
2024-01-24,5.5,5.5,5.5,5.5,-0.54%
2024-01-23,5.53,5.53,5.53,5.53,0.18%
2024-01-22,5.52,5.52,5.52,5.52,0.00%
2024-01-19,5.52,5.52,5.52,5.52,0.55%
2024-01-18,5.49,5.49,5.49,5.49,-0.36%
2024-01-17,5.51,5.51,5.51,5.51,0.73%
2024-01-16,5.47,5.47,5.47,5.47,0.18%
2024-01-15,5.46,5.46,5.46,5.46,-0.55%
2024-01-12,5.49,5.49,5.49,5.49,-0.54%
2024-01-11,5.52,5.52,5.52,5.52,0.00%
2024-01-10,5.52,5.52,5.52,5.52,-0.18%
2024-01-09,5.53,5.53,5.53,5.53,0.18%
2024-01-08,5.52,5.52,5.52,5.52,-0.36%
2024-01-05,5.54,5.54,5.54,5.54,0.91%
2024-01-04,5.49,5.49,5.49,5.49,0.37%
2024-01-03,5.47,5.47,5.47,5.47,1.30%
2024-01-02,5.4,5.4,5.4,5.4,0.93%
2023-12-29,5.35,5.35,5.35,5.35,0.00%
2023-12-28,5.35,5.35,5.35,5.35,-0.19%
2023-12-27,5.36,5.36,5.36,5.36,-0.19%
2023-12-26,5.37,5.37,5.37,5.37,0.00%
2023-12-22,5.37,5.37,5.37,5.37,0.19%
2023-12-21,5.36,5.36,5.36,5.36,0.19%
2023-12-20,5.35,5.35,5.35,5.35,-1.29%
2023-12-19,5.42,5.42,5.42,5.42,-0.18%
2023-12-18,5.43,5.43,5.43,5.43,0.00%
2023-12-15,5.43,5.43,5.43,5.43,-0.55%
2023-12-14,5.46,5.46,5.46,5.46,-3.02%
2023-12-13,5.63,5.63,5.63,5.63,-1.23%
2023-12-12,5.7,5.7,5.7,5.7,1.60%
2023-12-11,5.61,5.61,5.61,5.61,0.18%
2023-12-07,5.6,5.6,5.6,5.6,0.36%
2023-12-06,5.58,5.58,5.58,5.58,-0.18%
2023-12-05,5.59,5.59,5.59,5.59,-0.53%
2023-12-04,5.62,5.62,5.62,5.62,-0.35%
2023-12-01,5.64,5.64,5.64,5.64,-0.53%
2023-11-30,5.67,5.67,5.67,5.67,0.18%
2023-11-29,5.66,5.66,5.66,5.66,-1.05%
2023-11-28,5.72,5.72,5.72,5.72,-0.69%
2023-11-27,5.76,5.76,5.76,5.76,-0.17%
2023-11-24,5.77,5.77,5.77,5.77,-0.17%
2023-11-23,5.78,5.78,5.78,5.78,0.17%
2023-11-22,5.77,5.77,5.77,5.77,-0.35%
2023-11-21,5.79,5.79,5.79,5.79,-1.03%
2023-11-20,5.85,5.85,5.85,5.85,0.52%
2023-11-17,5.82,6.3,6.3,5.8,0.34%
2023-11-16,5.8,5.8,5.8,5.8,-6.30%
2023-11-14,6.19,6.19,6.19,6.19,0.32%
2023-11-10,6.17,6.17,6.17,6.17,0.16%
2023-11-09,6.16,6.16,6.16,6.16,-0.32%
2023-11-08,6.18,6.18,6.18,6.18,-2.22%
2023-11-07,6.32,6.32,6.32,6.32,0.00%
2023-11-06,6.32,6.32,6.32,6.32,0.48%
2023-11-03,6.29,6.29,6.29,6.29,-2.48%
2023-11-02,6.45,6.45,6.45,6.45,-3.15%
2023-10-31,6.66,6.66,6.66,6.66,-0.30%
2023-10-30,6.68,6.68,6.68,6.68,0.30%
2023-10-26,6.66,6.66,6.66,6.66,-0.89%
2023-10-25,6.72,6.72,6.72,6.72,0.90%
2023-10-24,6.66,6.66,6.66,6.66,1.06%
2023-10-23,6.59,6.59,6.59,6.59,0.61%
2023-10-20,6.55,6.55,6.55,6.55,0.77%
2023-10-19,6.5,6.5,6.5,6.5,1.09%
2023-10-18,6.43,6.43,6.43,6.43,0.94%
2023-10-17,6.37,6.37,6.37,6.37,1.43%
2023-10-16,6.28,6.28,6.28,6.28,-1.10%
2023-10-11,6.35,6.35,6.35,6.35,-0.94%
2023-10-10,6.41,6.41,6.41,6.41,-0.93%
2023-10-06,6.47,6.47,6.47,6.47,0.47%
2023-10-05,6.44,6.44,6.44,6.44,-0.16%
2023-10-04,6.45,6.45,6.45,6.45,0.62%
2023-10-03,6.41,6.41,6.41,6.41,1.91%
2023-10-02,6.29,6.29,6.29,6.29,0.64%
2023-09-29,6.25,6.25,6.25,6.25,-0.16%
2023-09-28,6.26,6.26,6.26,6.26,1.79%
2023-09-27,6.15,6.15,6.15,6.15,1.32%
2023-09-26,6.07,6.07,6.07,6.07,1.34%
2023-09-25,5.99,5.99,5.99,5.99,0.50%
2023-09-22,5.96,5.96,5.96,5.96,0.68%
2023-09-21,5.92,5.92,5.92,5.92,0.51%
2023-09-20,5.89,5.89,5.89,5.89,0.00%
2023-09-15,5.89,5.89,5.89,5.89,0.17%
2023-09-14,5.88,5.88,5.88,5.88,0.34%
2023-09-13,5.86,5.86,5.86,5.86,0.34%
2023-09-12,5.84,5.84,5.84,5.84,0.17%
2023-09-11,5.83,5.83,5.83,5.83,0.00%
2023-09-08,5.83,5.83,5.83,5.83,-0.68%
2023-09-07,5.87,5.86,5.87,5.86,1.03%
2023-09-06,5.81,5.81,5.81,5.81,0.87%
2023-09-04,5.76,5.76,5.76,5.76,0.52%
2023-09-01,5.73,5.73,5.73,5.73,0.00%
2023-08-31,5.73,5.73,5.73,5.73,0.00%
2023-08-30,5.73,5.73,5.73,5.73,0.00%
2023-08-29,5.73,5.73,5.73,5.73,-0.17%
