Date,Close,Open,High,Low,Change%
2024-09-25,9.675,9.675,9.675,9.675,0.00%
2024-09-24,9.675,9.675,9.675,9.675,0.29%
2024-09-23,9.647,9.647,9.647,9.647,0.00%
2024-09-20,9.647,9.57,9.647,9.57,0.80%
2024-09-19,9.57,9.568,9.574,9.568,0.02%
2024-09-18,9.568,9.568,9.568,9.568,0.19%
2024-09-17,9.55,9.564,9.6,9.55,-0.15%
2024-09-16,9.564,9.577,9.577,9.564,-0.14%
2024-09-15,9.577,9.577,9.577,9.577,0.00%
2024-09-14,9.577,9.577,9.577,9.577,0.00%
2024-09-13,9.577,9.658,9.658,9.577,-0.84%
2024-09-12,9.658,9.62,9.658,9.62,0.40%
2024-09-11,9.62,9.66,9.66,9.62,-0.41%
2024-09-10,9.66,9.617,9.662,9.617,0.45%
2024-09-09,9.617,9.811,9.811,9.613,-1.98%
2024-09-08,9.811,9.811,9.811,9.811,0.00%
2024-09-07,9.811,9.811,9.811,9.811,0.00%
2024-09-06,9.811,9.846,9.846,9.811,-1.26%
2024-09-05,9.936,9.96,9.96,9.92,-0.24%
2024-09-04,9.96,9.911,9.987,9.911,0.49%
2024-09-03,9.911,9.886,9.911,9.8,0.25%
2024-09-02,9.886,9.84,9.886,9.84,0.47%
2024-09-01,9.84,9.84,9.84,9.84,0.00%
2024-08-31,9.84,9.84,9.84,9.84,0.00%
2024-08-30,9.84,9.795,9.84,9.795,0.46%
2024-08-29,9.795,9.79,9.841,9.79,0.05%
2024-08-28,9.79,9.826,9.839,9.79,-0.37%
2024-08-27,9.826,9.8,9.826,9.77,0.27%
2024-08-26,9.8,9.859,9.859,9.8,-0.85%
2024-08-25,9.884,9.884,9.884,9.884,0.00%
2024-08-24,9.884,9.884,9.884,9.884,0.00%
2024-08-23,9.884,9.918,9.918,9.862,-0.34%
2024-08-22,9.918,9.83,9.918,9.83,0.90%
2024-08-21,9.83,9.81,9.83,9.691,0.20%
2024-08-20,9.81,9.752,9.81,9.75,-0.43%
2024-08-19,9.852,9.852,9.852,9.852,0.00%
2024-08-18,9.852,9.852,9.852,9.852,0.00%
2024-08-17,9.852,9.852,9.852,9.852,0.00%
2024-08-16,9.852,9.82,9.852,9.82,0.33%
2024-08-15,9.82,9.781,9.845,9.781,0.40%
2024-08-14,9.781,9.866,9.866,9.74,-0.86%
2024-08-13,9.866,10.009,10.009,9.85,-1.43%
2024-08-12,10.009,10.048,10.05,9.993,-0.39%
2024-08-11,10.048,10.048,10.048,10.048,0.00%
2024-08-10,10.048,10.048,10.048,10.048,0.00%
2024-08-09,10.048,10.206,10.206,10.006,-1.55%
2024-08-08,10.206,10.31,10.323,10.206,0.35%
2024-08-06,10.17,10.14,10.17,10.14,0.95%
2024-08-05,10.074,10.074,10.074,10.074,0.00%
2024-08-04,10.074,10.074,10.074,10.074,0.00%
2024-08-03,10.074,10.074,10.074,10.074,0.00%
2024-08-02,10.074,10.3,10.3,10.074,-2.19%
2024-08-01,10.3,10.4,10.4,10.209,-0.96%
2024-07-31,10.4,10.585,10.585,10.397,-1.75%
2024-07-30,10.585,10.622,10.649,10.585,-0.35%
2024-07-29,10.622,10.538,10.739,10.538,0.80%
2024-07-28,10.538,10.538,10.538,10.538,0.00%
2024-07-27,10.538,10.538,10.538,10.538,0.00%
2024-07-26,10.538,10.505,10.538,10.451,0.31%
2024-07-25,10.505,10.471,10.505,10.471,0.32%
2024-07-24,10.471,10.494,10.494,10.471,-0.22%
2024-07-23,10.494,10.501,10.501,10.454,-0.07%
2024-07-22,10.501,10.501,10.501,10.501,0.20%
2024-07-19,10.48,10.407,10.48,10.407,0.70%
2024-07-18,10.407,10.355,10.459,10.355,0.50%
2024-07-17,10.355,10.349,10.355,10.3,0.06%
2024-07-16,10.349,10.42,10.42,10.349,-0.68%
2024-07-15,10.42,10.436,10.436,10.42,-0.67%
2024-07-13,10.49,10.49,10.49,10.49,0.00%
2024-07-12,10.49,10.595,10.595,10.49,-0.99%
2024-07-11,10.595,10.65,10.65,10.553,-0.52%
2024-07-10,10.65,10.616,10.65,10.6,0.32%
2024-07-09,10.616,10.6,10.616,10.6,0.48%
2024-07-08,10.565,10.532,10.565,10.525,0.05%
2024-07-05,10.56,10.56,10.56,10.56,0.00%
2024-07-04,10.56,10.55,10.56,10.534,0.09%
2024-07-03,10.55,10.62,10.62,10.5,-0.66%
2024-07-02,10.62,10.596,10.62,10.596,-0.09%
2024-07-01,10.63,10.63,10.63,10.63,0.00%
2024-06-29,10.63,10.63,10.63,10.63,0.00%
2024-06-28,10.63,10.599,10.63,10.557,0.29%
2024-06-27,10.599,10.68,10.68,10.563,-0.76%
2024-06-26,10.68,10.7,10.72,10.66,-0.19%
2024-06-25,10.7,10.659,10.7,10.62,0.38%
2024-06-24,10.659,10.739,10.739,10.659,-0.74%
2024-06-23,10.739,10.739,10.739,10.739,0.00%
2024-06-22,10.739,10.739,10.739,10.739,0.00%
2024-06-21,10.739,10.78,10.786,10.69,-0.38%
2024-06-20,10.78,10.766,10.79,10.761,0.13%
2024-06-19,10.766,10.695,10.766,10.695,0.66%
2024-06-18,10.695,10.775,10.775,10.647,-0.74%
2024-06-17,10.775,10.799,10.8,10.709,-0.22%
2024-06-16,10.799,10.799,10.799,10.799,0.00%
2024-06-15,10.799,10.799,10.799,10.799,0.00%
2024-06-14,10.799,10.881,10.881,10.71,-0.75%
2024-06-13,10.881,10.62,10.881,10.62,2.46%
2024-06-12,10.62,10.515,10.65,10.51,1.00%
2024-06-11,10.515,10.48,10.515,10.425,0.62%
2024-06-10,10.45,10.45,10.45,10.45,0.00%
2024-06-09,10.45,10.45,10.45,10.45,0.00%
2024-06-08,10.45,10.45,10.45,10.45,0.00%
2024-06-07,10.45,10.535,10.535,10.45,-0.81%
2024-06-06,10.535,10.636,10.679,10.535,-0.95%
2024-06-05,10.636,10.645,10.707,10.636,-0.08%
2024-06-04,10.645,10.68,10.68,10.626,-0.51%
2024-06-03,10.7,10.7,10.7,10.7,0.00%
2024-06-02,10.7,10.7,10.7,10.7,0.00%
2024-06-01,10.7,10.7,10.7,10.7,0.00%
2024-05-31,10.7,10.81,10.81,10.656,-1.02%
2024-05-30,10.81,10.837,10.9,10.81,-0.25%
2024-05-29,10.837,10.751,10.837,10.751,0.80%
2024-05-28,10.751,10.82,10.82,10.751,-6.10%
2024-05-24,11.45,10.67,11.45,10.67,7.31%
2024-05-23,10.67,10.526,10.729,10.526,1.37%
2024-05-22,10.526,10.464,10.526,10.464,0.59%
2024-05-21,10.464,10.468,10.519,10.42,-0.04%
2024-05-20,10.468,10.327,10.468,10.327,1.37%
2024-05-19,10.327,10.327,10.327,10.327,0.00%
2024-05-18,10.327,10.327,10.327,10.327,0.00%
2024-05-17,10.327,10.3,10.327,10.26,0.26%
2024-05-16,10.3,10.349,10.349,10.204,-0.47%
2024-05-15,10.349,10.55,10.55,10.33,-1.91%
2024-05-14,10.55,10.55,10.55,10.55,-0.48%
2024-05-13,10.601,10.601,10.601,10.601,0.00%
2024-05-12,10.601,10.601,10.601,10.601,0.00%
2024-05-11,10.601,10.601,10.601,10.601,0.00%
2024-05-10,10.601,10.45,10.7,10.45,1.44%
2024-05-09,10.45,10.31,10.455,10.31,1.36%
2024-05-08,10.31,10.287,10.31,10.24,0.22%
2024-05-07,10.287,10.44,10.44,10.287,-1.47%
2024-05-06,10.44,10.41,10.466,10.41,0.29%
2024-05-05,10.41,10.41,10.41,10.41,0.00%
2024-05-04,10.41,10.41,10.41,10.41,0.00%
2024-05-03,10.41,10.44,10.44,10.3,-0.29%
2024-05-02,10.44,10.43,10.5,10.321,-0.19%
2024-05-01,10.46,10.46,10.46,10.46,0.00%
2024-04-30,10.46,10.362,10.489,10.362,0.95%
2024-04-29,10.362,10.55,10.55,10.362,-1.78%
2024-04-28,10.55,10.55,10.55,10.55,0.00%
2024-04-27,10.55,10.55,10.55,10.55,0.00%
2024-04-26,10.55,10.768,10.768,10.55,-2.02%
2024-04-25,10.768,10.577,10.79,10.577,1.81%
2024-04-24,10.577,10.481,10.632,10.481,0.92%
2024-04-23,10.481,10.495,10.495,10.433,-0.13%
2024-04-22,10.495,10.6,10.6,10.472,-0.99%
2024-04-21,10.6,10.6,10.6,10.6,0.00%
2024-04-20,10.6,10.6,10.6,10.6,0.00%
2024-04-19,10.6,10.721,10.721,10.6,-1.13%
2024-04-18,10.721,10.919,10.951,10.721,-1.81%
2024-04-17,10.919,11.1,11.1,10.919,-1.63%
2024-04-16,11.1,11.066,11.1,11.066,3.69%
2024-04-15,10.705,10.705,10.705,10.705,0.00%
2024-04-14,10.705,10.705,10.705,10.705,0.00%
2024-04-13,10.705,10.705,10.705,10.705,0.00%
2024-04-12,10.705,10.8,10.802,10.637,-0.88%
2024-04-11,10.8,10.66,10.985,10.66,1.31%
2024-04-10,10.66,10.42,10.66,10.42,2.30%
2024-04-09,10.42,10.364,10.42,10.3,0.54%
2024-04-08,10.364,10.084,10.37,10.084,2.78%
2024-04-07,10.084,10.084,10.084,10.084,0.00%
2024-04-06,10.084,10.084,10.084,10.084,0.00%
2024-04-05,10.084,10.05,10.099,10.001,0.34%
2024-04-04,10.05,10.2,10.2,10.05,-1.47%
2024-04-03,10.2,10.276,10.29,10.199,-0.74%
2024-04-02,10.276,10.149,10.335,10.149,1.25%
2024-04-01,10.149,10.149,10.149,10.149,1.76%
2024-03-28,9.973,9.973,9.973,9.973,0.00%
2024-03-27,9.973,9.986,9.986,9.95,-0.13%
2024-03-26,9.986,10.02,10.02,9.986,0.93%
2024-03-25,9.894,9.894,9.894,9.894,0.00%
2024-03-24,9.894,9.894,9.894,9.894,0.00%
2024-03-23,9.894,9.894,9.894,9.894,0.00%
2024-03-22,9.894,9.878,9.895,9.852,0.16%
2024-03-21,9.878,9.938,9.938,9.878,-0.60%
2024-03-20,9.938,9.891,9.938,9.88,0.48%
2024-03-19,9.891,10.047,10.047,9.891,-1.55%
2024-03-18,10.047,9.975,10.047,9.975,0.72%
2024-03-17,9.975,9.975,9.975,9.975,0.00%
2024-03-16,9.975,9.975,9.975,9.975,0.00%
2024-03-15,9.975,9.945,9.975,9.905,0.30%
2024-03-14,9.945,9.9,10.003,9.9,0.45%
2024-03-13,9.9,9.904,9.952,9.9,-0.04%
2024-03-12,9.904,9.829,9.937,9.829,0.76%
2024-03-11,9.829,9.761,9.829,9.761,0.70%
2024-03-10,9.761,9.761,9.761,9.761,0.00%
2024-03-09,9.761,9.761,9.761,9.761,0.00%
2024-03-08,9.761,9.761,9.761,9.761,-0.40%
2024-03-07,9.8,9.8,9.8,9.8,0.00%
2024-03-06,9.8,9.787,9.853,9.787,0.13%
2024-03-05,9.787,9.753,9.787,9.7,0.35%
2024-03-04,9.753,9.723,9.753,9.712,0.31%
2024-03-03,9.723,9.723,9.723,9.723,0.00%
2024-03-02,9.723,9.723,9.723,9.723,0.00%
2024-03-01,9.723,9.781,9.781,9.7,-0.66%
2024-02-29,9.788,9.855,9.855,9.751,-0.68%
2024-02-28,9.855,9.867,9.896,9.855,-0.12%
2024-02-27,9.867,9.785,9.867,9.785,0.84%
2024-02-26,9.785,9.747,9.81,9.747,0.39%
2024-02-25,9.747,9.747,9.747,9.747,0.00%
2024-02-24,9.747,9.747,9.747,9.747,0.00%
2024-02-23,9.747,9.731,9.8,9.723,0.16%
2024-02-22,9.731,9.699,9.773,9.699,0.33%
2024-02-21,9.699,9.584,9.699,9.582,1.20%
2024-02-20,9.584,9.593,9.593,9.558,-0.09%
2024-02-19,9.593,9.556,9.593,9.531,0.39%
2024-02-18,9.556,9.556,9.556,9.556,0.00%
2024-02-17,9.556,9.556,9.556,9.556,0.00%
2024-02-16,9.556,9.574,9.574,9.556,-0.19%
2024-02-15,9.574,9.6,9.6,9.574,-0.27%
2024-02-14,9.6,9.67,9.67,9.6,-0.72%
2024-02-13,9.67,9.538,9.709,9.538,1.38%
2024-02-12,9.538,9.532,9.572,9.501,0.06%
2024-02-11,9.532,9.532,9.532,9.532,0.00%
2024-02-10,9.532,9.532,9.532,9.532,0.00%
2024-02-09,9.532,9.579,9.58,9.5,-0.49%
2024-02-08,9.579,9.55,9.65,9.55,0.30%
2024-02-07,9.55,9.58,9.58,9.5,-0.31%
2024-02-06,9.58,9.82,9.82,9.58,-2.44%
2024-02-05,9.82,9.681,9.86,9.681,1.44%
2024-02-04,9.681,9.681,9.681,9.681,0.00%
2024-02-03,9.681,9.681,9.681,9.681,0.00%
2024-02-02,9.681,9.425,9.728,9.425,2.72%
2024-02-01,9.425,9.39,9.425,9.229,0.37%
2024-01-31,9.39,9.481,9.481,9.39,-0.96%
2024-01-30,9.481,9.488,9.505,9.444,-0.07%
2024-01-29,9.488,9.541,9.561,9.488,-0.56%
2024-01-28,9.541,9.541,9.541,9.541,0.00%
2024-01-27,9.541,9.541,9.541,9.541,0.00%
2024-01-26,9.541,9.587,9.587,9.54,-0.48%
2024-01-25,9.587,9.533,9.587,9.499,0.57%
2024-01-24,9.533,9.602,9.602,9.533,-0.72%
2024-01-23,9.602,9.573,9.602,9.573,0.30%
2024-01-22,9.573,9.67,9.67,9.573,-1.00%
2024-01-21,9.67,9.67,9.67,9.67,0.00%
2024-01-20,9.67,9.67,9.67,9.67,0.00%
2024-01-19,9.67,9.586,9.67,9.586,0.88%
2024-01-18,9.586,9.567,9.586,9.567,0.20%
2024-01-17,9.567,9.57,9.573,9.535,-0.03%
2024-01-16,9.57,9.418,9.57,9.418,1.61%
2024-01-15,9.418,9.48,9.48,9.418,-0.65%
2024-01-14,9.48,9.48,9.48,9.48,0.00%
2024-01-13,9.48,9.48,9.48,9.48,0.00%
2024-01-12,9.48,9.53,9.53,9.463,-0.52%
2024-01-11,9.53,9.594,9.6,9.53,-0.67%
2024-01-10,9.594,9.83,9.83,9.594,-2.40%
2024-01-09,9.83,9.9,9.9,9.83,-1.40%
2024-01-08,9.97,9.97,9.97,9.97,0.00%
2024-01-07,9.97,9.97,9.97,9.97,0.00%
2024-01-06,9.97,9.97,9.97,9.97,0.00%
2024-01-05,9.97,9.92,9.97,9.92,0.04%
2024-01-04,9.966,9.966,9.966,9.966,0.00%
2024-01-03,9.966,9.969,10.0,9.852,-0.03%
2024-01-02,9.969,9.969,9.969,9.969,0.90%
2023-12-29,9.88,9.88,9.88,9.88,0.11%
2023-12-28,9.869,9.88,9.9,9.869,-0.11%
2023-12-27,9.88,9.95,9.95,9.88,-0.70%
2023-12-26,9.95,9.95,9.95,9.95,0.81%
2023-12-25,9.87,9.87,9.87,9.87,0.00%
2023-12-24,9.87,9.87,9.87,9.87,0.00%
2023-12-23,9.87,9.87,9.87,9.87,0.00%
2023-12-22,9.87,9.8,9.889,9.7,0.71%
2023-12-21,9.8,9.945,9.991,9.8,-1.46%
2023-12-20,9.945,9.95,9.95,9.81,-0.05%
2023-12-19,9.95,10.11,10.11,9.95,-1.58%
2023-12-18,10.11,10.2,10.2,10.1,-0.88%
2023-12-17,10.2,10.2,10.2,10.2,0.00%
2023-12-16,10.2,10.2,10.2,10.2,0.00%
2023-12-15,10.2,10.227,10.26,10.19,-0.26%
2023-12-14,10.227,10.54,10.54,10.22,-2.97%
2023-12-13,10.54,10.7,10.7,10.52,-1.50%
2023-12-12,10.7,10.702,10.738,10.7,-0.02%
2023-12-11,10.702,10.7,10.73,10.67,1.34%
2023-12-08,10.56,10.56,10.56,10.56,0.00%
2023-12-07,10.56,10.549,10.58,10.549,0.10%
2023-12-06,10.549,10.585,10.585,10.471,-0.34%
2023-12-05,10.585,10.65,10.65,10.56,-0.61%
2023-12-04,10.65,10.474,10.65,10.474,1.68%
2023-12-03,10.474,10.474,10.474,10.474,0.00%
2023-12-02,10.474,10.474,10.474,10.474,0.00%
2023-12-01,10.474,10.73,10.73,10.474,-2.39%
2023-11-30,10.73,10.527,10.73,10.527,1.93%
2023-11-29,10.527,10.543,10.543,10.407,-0.15%
2023-11-28,10.543,10.633,10.633,10.543,-0.85%
2023-11-27,10.633,10.72,10.72,10.625,-0.81%
2023-11-26,10.72,10.72,10.72,10.72,0.00%
2023-11-25,10.72,10.72,10.72,10.72,0.00%
2023-11-24,10.72,10.644,10.731,10.644,0.71%
2023-11-23,10.644,10.57,10.644,10.57,0.70%
2023-11-22,10.57,10.45,10.57,10.43,1.15%
2023-11-21,10.45,10.6,10.6,10.45,-1.42%
2023-11-20,10.6,10.7,10.7,10.6,-0.93%
2023-11-19,10.7,10.7,10.7,10.7,0.00%
2023-11-18,10.7,10.7,10.7,10.7,0.00%
2023-11-17,10.7,10.571,10.799,10.571,1.22%
2023-11-16,10.571,10.6,10.6,10.55,-0.27%
2023-11-15,10.6,10.67,10.7,10.6,-0.66%
2023-11-14,10.67,10.67,10.67,10.67,-2.82%
2023-11-13,10.98,10.98,10.98,10.98,0.00%
2023-11-12,10.98,10.98,10.98,10.98,0.00%
2023-11-11,10.98,10.98,10.98,10.98,0.00%
2023-11-10,10.98,10.842,10.98,10.842,1.27%
2023-11-09,10.842,10.755,10.842,10.69,0.81%
2023-11-08,10.755,10.91,10.91,10.755,-1.42%
2023-11-07,10.91,11.04,11.072,10.91,-0.64%
2023-11-06,10.98,10.98,10.98,10.98,0.00%
2023-11-05,10.98,10.98,10.98,10.98,0.00%
2023-11-04,10.98,10.98,10.98,10.98,0.00%
2023-11-03,10.98,11.075,11.075,10.8,-0.86%
2023-11-02,11.075,11.368,11.368,11.05,-2.58%
2023-11-01,11.368,11.59,11.59,11.368,-1.92%
2023-10-31,11.59,11.62,11.7,11.59,-0.26%
2023-10-30,11.62,11.66,11.66,11.619,-0.34%
2023-10-29,11.66,11.66,11.66,11.66,0.00%
2023-10-28,11.66,11.66,11.66,11.66,0.00%
2023-10-27,11.66,11.65,11.66,11.64,0.09%
2023-10-26,11.65,11.8,11.8,11.65,-1.27%
2023-10-25,11.8,11.82,11.905,11.8,-0.17%
2023-10-24,11.82,11.8,11.88,11.8,0.17%
2023-10-23,11.8,11.681,11.8,11.64,1.02%
2023-10-22,11.681,11.681,11.681,11.681,0.00%
2023-10-21,11.681,11.681,11.681,11.681,0.00%
2023-10-20,11.681,11.68,11.681,11.68,0.01%
2023-10-19,11.68,11.7,11.75,11.635,-0.17%
2023-10-18,11.7,11.626,11.835,11.626,0.64%
2023-10-17,11.626,11.73,11.73,11.626,7.49%
2023-10-15,10.816,10.816,10.816,10.816,-5.96%
2023-10-13,11.501,11.501,11.501,11.501,0.00%
2023-10-12,11.501,11.501,11.501,11.501,0.01%
2023-10-11,11.5,11.5,11.5,11.5,-3.19%
2023-10-10,11.879,11.879,11.879,11.879,-1.83%
2023-10-09,12.1,12.1,12.1,12.1,0.00%
2023-10-06,12.1,12.1,12.1,12.1,1.26%
2023-10-05,11.95,11.95,11.95,11.95,1.62%
2023-10-04,11.76,11.76,11.76,11.76,-1.84%
2023-10-03,11.98,11.98,11.98,11.98,2.40%
2023-10-02,11.699,11.699,11.699,11.699,0.88%
2023-09-29,11.597,11.597,11.597,11.597,-1.89%
2023-09-28,11.82,11.82,11.82,11.82,-1.88%
2023-09-27,12.047,12.047,12.047,12.047,3.14%
2023-09-26,11.68,11.68,11.68,11.68,1.57%
2023-09-25,11.5,11.5,11.5,11.5,4.11%
2023-09-22,11.046,11.046,11.046,11.046,-0.93%
2023-09-21,11.15,11.15,11.15,11.15,1.79%
2023-09-20,10.954,10.954,10.954,10.954,0.41%
2023-09-19,10.909,10.909,10.909,10.909,2.24%
2023-09-18,10.67,10.67,10.67,10.67,-0.48%
2023-09-15,10.722,10.722,10.722,10.722,-0.34%
2023-09-14,10.759,10.759,10.759,10.759,0.87%
2023-09-13,10.666,10.666,10.666,10.666,-1.52%
2023-09-12,10.831,10.831,10.831,10.831,-0.07%
2023-09-11,10.839,10.839,10.839,10.839,1.02%
2023-09-08,10.73,10.73,10.73,10.73,0.66%
2023-09-07,10.66,10.66,10.66,10.66,-2.20%
2023-09-06,10.9,10.9,10.9,10.9,0.78%
2023-09-05,10.816,10.816,10.816,10.816,2.04%
2023-09-04,10.6,10.6,10.6,10.6,-2.00%
2023-09-03,10.816,10.816,10.816,10.816,0.00%
2023-09-02,10.816,10.816,10.816,10.816,1.96%
2023-09-01,10.608,10.608,10.608,10.608,1.61%
2023-08-31,10.44,10.44,10.44,10.44,0.34%
2023-08-30,10.405,10.405,10.405,10.405,-0.10%
2023-08-29,10.415,10.415,10.415,10.415,-0.62%
2023-08-28,10.48,10.48,10.48,10.48,-3.11%
2023-08-27,10.816,10.816,10.816,10.816,0.00%
2023-08-26,10.816,10.816,10.816,10.816,1.94%
2023-08-25,10.61,10.61,10.61,10.61,0.09%
2023-08-24,10.6,10.6,10.6,10.6,0.33%
2023-08-23,10.565,10.565,10.565,10.565,-2.32%
2023-08-22,10.816,10.816,10.816,10.816,0.17%
2023-08-21,10.798,10.798,10.798,10.798,0.00%
2023-08-20,10.798,10.798,10.798,10.798,0.00%
2023-08-19,10.798,10.798,10.798,10.798,0.00%
2023-08-18,10.798,10.798,10.798,10.798,0.45%
2023-08-17,10.75,10.75,10.75,10.75,2.67%
2023-08-16,10.47,10.47,10.47,10.47,-0.29%
2023-08-15,10.5,10.5,10.5,10.5,0.41%
2023-08-14,10.457,10.457,10.457,10.457,1.03%
2023-08-13,10.35,10.35,10.35,10.35,0.00%
2023-08-12,10.35,10.35,10.35,10.35,0.00%
2023-08-11,10.35,10.35,10.35,10.35,0.98%
2023-08-10,10.25,10.25,10.25,10.25,-0.47%
2023-08-09,10.298,10.298,10.298,10.298,0.44%
2023-08-08,10.253,10.253,10.253,10.253,-0.46%
2023-08-07,10.3,10.3,10.3,10.3,0.00%
2023-08-06,10.3,10.3,10.3,10.3,0.00%
2023-08-05,10.3,10.3,10.3,10.3,0.00%
2023-08-04,10.3,10.3,10.3,10.3,-2.03%
2023-08-03,10.513,10.513,10.513,10.513,1.28%
2023-08-02,10.38,10.38,10.38,10.38,1.17%
2023-08-01,10.26,10.26,10.26,10.26,1.98%
2023-07-31,10.061,10.061,10.061,10.061,-1.84%
2023-07-30,10.25,10.25,10.25,10.25,0.00%
2023-07-29,10.25,10.25,10.25,10.25,0.00%
2023-07-28,10.25,10.25,10.25,10.25,0.00%
2023-07-27,10.25,10.25,10.25,10.25,0.00%
2023-07-26,10.25,10.25,10.25,10.25,-0.69%
2023-07-25,10.321,10.321,10.321,10.321,0.20%
2023-07-24,10.3,10.3,10.3,10.3,2.74%
2023-07-23,10.025,10.025,10.025,10.025,0.00%
2023-07-22,10.025,10.025,10.025,10.025,0.00%
2023-07-21,10.025,10.025,10.025,10.025,-0.23%
2023-07-20,10.048,10.048,10.048,10.048,0.00%
2023-07-19,10.048,10.048,10.048,10.048,0.28%
2023-07-18,10.02,10.02,10.02,10.02,-0.08%
2023-07-17,10.028,10.028,10.028,10.028,2.33%
2023-07-16,9.8,9.8,9.8,9.8,0.00%
2023-07-15,9.8,9.8,9.8,9.8,0.00%
2023-07-14,9.8,9.8,9.8,9.8,-0.37%
2023-07-13,9.836,9.836,9.836,9.836,-0.15%
2023-07-12,9.851,9.851,9.851,9.851,-0.31%
2023-07-11,9.882,9.882,9.882,9.882,-1.76%
2023-07-10,10.059,10.059,10.059,10.059,-1.48%
2023-07-09,10.21,10.21,10.21,10.21,0.00%
2023-07-08,10.21,10.21,10.21,10.21,0.00%
2023-07-07,10.21,10.21,10.21,10.21,-0.39%
2023-07-06,10.25,10.166,10.299,10.166,0.83%
2023-07-05,10.166,10.166,10.166,10.166,0.00%
2023-07-04,10.166,10.166,10.166,10.166,0.00%
2023-07-03,10.166,10.166,10.166,10.166,0.00%
2023-07-02,10.166,10.166,10.166,10.166,0.00%
2023-07-01,10.166,10.166,10.166,10.166,0.00%
2023-06-30,10.166,10.166,10.166,10.166,0.00%
2023-06-29,10.166,10.166,10.166,10.166,0.16%
2023-06-28,10.15,10.15,10.15,10.15,0.73%
2023-06-27,10.076,10.076,10.076,10.076,-1.98%
2023-06-26,10.28,10.28,10.28,10.28,-0.77%
