Date,Close,Open,High,Low,Change%
2012-04-19,6.223,6.223,6.223,6.223,-0.18%
2012-04-18,6.234,6.234,6.234,6.234,0.76%
2012-04-17,6.187,6.187,6.187,6.187,-0.40%
2012-04-16,6.212,6.212,6.212,6.212,-0.61%
2012-04-13,6.25,6.25,6.25,6.25,-1.03%
2012-04-12,6.315,6.315,6.315,6.315,0.00%
2012-04-11,6.315,6.315,6.315,6.315,0.41%
2012-04-10,6.289,6.289,6.289,6.289,0.19%
2012-04-09,6.277,6.277,6.277,6.277,-1.24%
2012-04-04,6.356,6.356,6.356,6.356,0.78%
2012-04-03,6.307,6.307,6.307,6.307,-0.99%
2012-04-02,6.37,6.37,6.37,6.37,-0.70%
2012-03-30,6.415,6.415,6.415,6.415,-0.20%
2012-03-29,6.428,6.428,6.428,6.428,-0.11%
2012-03-28,6.435,6.435,6.435,6.435,0.12%
2012-03-27,6.427,6.427,6.427,6.427,-0.19%
2012-03-26,6.439,6.439,6.439,6.439,-0.76%
2012-03-23,6.488,6.488,6.488,6.488,0.02%
2012-03-22,6.487,6.487,6.487,6.487,-0.48%
2012-03-21,6.518,6.518,6.518,6.518,-0.02%
2012-03-20,6.519,6.519,6.519,6.519,0.31%
2012-03-16,6.499,6.499,6.499,6.499,-0.44%
2012-03-15,6.528,6.528,6.528,6.528,-1.02%
2012-03-14,6.595,6.595,6.595,6.595,1.40%
2012-03-13,6.504,6.504,6.504,6.504,0.28%
2012-03-12,6.486,6.486,6.486,6.486,-0.15%
2012-03-09,6.496,6.496,6.496,6.496,0.20%
2012-03-08,6.483,6.483,6.483,6.483,0.15%
2012-03-07,6.473,6.473,6.473,6.473,-0.09%
2012-03-06,6.479,6.479,6.479,6.479,-1.28%
2012-03-05,6.563,6.563,6.563,6.563,0.31%
2012-03-02,6.543,6.543,6.543,6.543,-2.24%
2012-03-01,6.693,6.693,6.693,6.693,-0.22%
2012-02-29,6.708,6.708,6.708,6.708,0.10%
2012-02-28,6.701,6.701,6.701,6.701,-0.65%
2012-02-27,6.745,6.745,6.745,6.745,-0.16%
2012-02-24,6.756,6.756,6.756,6.756,-0.38%
2012-02-23,6.782,6.782,6.782,6.782,0.55%
2012-02-22,6.745,6.745,6.745,6.745,-0.46%
2012-02-21,6.776,6.776,6.776,6.776,0.62%
2012-02-20,6.734,6.734,6.734,6.734,0.88%
2012-02-17,6.675,6.675,6.675,6.675,-0.09%
2012-02-16,6.681,6.681,6.681,6.681,-0.64%
2012-02-15,6.724,6.724,6.724,6.724,0.03%
2012-02-14,6.722,6.722,6.722,6.722,-0.47%
2012-02-13,6.754,6.754,6.754,6.754,0.70%
2012-02-10,6.707,6.707,6.707,6.707,1.16%
2012-02-09,6.63,6.63,6.63,6.63,-0.08%
2012-02-08,6.635,6.635,6.635,6.635,0.58%
2012-02-07,6.597,6.597,6.597,6.597,0.17%
2012-02-06,6.586,6.586,6.586,6.586,0.12%
2012-02-03,6.578,6.578,6.578,6.578,0.43%
2012-02-02,6.55,6.55,6.55,6.55,-0.29%
2012-02-01,6.569,6.569,6.569,6.569,-0.95%
2012-01-31,6.632,6.632,6.632,6.632,1.25%
2012-01-30,6.55,6.55,6.55,6.55,0.35%
2012-01-27,6.527,6.527,6.527,6.527,0.73%
2012-01-26,6.48,6.48,6.48,6.48,0.12%
2012-01-25,6.472,6.472,6.472,6.472,-1.10%
2012-01-24,6.544,6.544,6.544,6.544,-0.11%
2012-01-23,6.551,6.551,6.551,6.551,0.09%
2012-01-20,6.545,6.545,6.545,6.545,-1.10%
2012-01-19,6.618,6.618,6.618,6.618,0.50%
2012-01-18,6.585,6.585,6.585,6.585,-0.02%
2012-01-17,6.586,6.586,6.586,6.586,-0.38%
2012-01-16,6.611,6.611,6.611,6.611,-0.44%
2012-01-13,6.64,6.64,6.64,6.64,-0.30%
2012-01-12,6.66,6.66,6.66,6.66,-0.52%
2012-01-11,6.695,6.695,6.695,6.695,-0.42%
2012-01-10,6.723,6.723,6.723,6.723,-0.40%
2012-01-06,6.75,6.75,6.75,6.75,0.49%
2012-01-05,6.717,6.717,6.717,6.717,-0.39%
2012-01-04,6.743,6.743,6.743,6.743,-0.65%
2012-01-03,6.787,6.787,6.787,6.787,-0.22%
2012-01-02,6.802,6.802,6.802,6.802,0.03%
2011-12-29,6.8,6.8,6.8,6.8,0.15%
2011-12-28,6.79,6.79,6.79,6.79,0.00%
2011-12-27,6.79,6.79,6.79,6.79,-0.13%
2011-12-26,6.799,6.799,6.799,6.799,-0.61%
2011-12-23,6.841,6.841,6.841,6.841,0.78%
2011-12-22,6.788,6.788,6.788,6.788,0.55%
2011-12-21,6.751,6.751,6.751,6.751,0.16%
2011-12-20,6.74,6.74,6.74,6.74,0.07%
2011-12-19,6.735,6.735,6.735,6.735,-0.09%
2011-12-16,6.741,6.741,6.741,6.741,0.61%
2011-12-15,6.7,6.7,6.7,6.7,-0.90%
